service	usage_type	item_description	name	unblended_cost
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtstore2-prd /dev/xvdb	192.7353953
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtstore1-prd /dev/sdb	181.8073239
mrt	USW2-BoxUsage:m4.xlarge	$0.20 per On Demand Linux m4.xlarge Instance Hour	uc3-mrtexpress-prd-2a	144
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtreplic1-prd	143.28
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtreplic2-prd	143.28
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtstore-stg	143.28
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtstore1-prd	143.28
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtstore2-prd	143.28
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtstore2-stg	143.28
mrt	USW2-Multi-AZUsage:db.m4.large	$0.350 per RDS db.m4.large Multi-AZ instance hour (or partial hour) running MySQL	(not set)	131.25
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtstore2-dev /dev/xvdb	110
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtstore2-prd /dev/xvdb	110
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtaudit1-prd	109.7788896
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtui01-prd /dev/sdc	108
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtui02-prd /dev/sdc	108
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtui03-prd /dev/sdc	108
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtreplic1-prd /dev/sdb	106
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtstore-stg /dev/sdb	106
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtstore1-prd /dev/sdb	106
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest01-prd /dev/sdb	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest02-prd /dev/sdb	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest03-prd /dev/sdb	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtaudit1-prd /dev/sdc	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtaudit2-prd /dev/sdc	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtaudit3-prd /dev/sdc	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtaudit4-prd /dev/sdc	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtreplic2-prd /dev/sdc	100
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtstore2-stg /dev/sdb	100
mrt	USW2-RDS:Multi-AZ-GP2-Storage	$0.230 per GB-month of provisioned GP2 storage for Multi-AZ deployments	(not set)	92.00000002
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtstore2-stg /dev/sdb	89.05012601
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic1-prd /dev/sdb	86.71687416
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-ingest02-prd /dev/sdb	81.94553033
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-ingest03-prd /dev/sdb	79.95894053
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-ingest01-prd /dev/sdb	74.90490133
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic2-prd /dev/sdc	74.35912685
mrt	USW2-BoxUsage:c4.large	$0.1 per On Demand Linux c4.large Instance Hour	uc3-mrtreplic2-dev	72
mrt	USW2-BoxUsage:m4.large	$0.10 per On Demand Linux m4.large Instance Hour	uc3-ingest01-prd	72
mrt	USW2-BoxUsage:m4.large	$0.10 per On Demand Linux m4.large Instance Hour	uc3-ingest02-prd	72
mrt	USW2-BoxUsage:m4.large	$0.10 per On Demand Linux m4.large Instance Hour	uc3-ingest03-prd	72
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtaudit4-prd /dev/sdb	68.9895929
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtstore1-prd	62.67487563
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtstore2-prd	61.15360542
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtstore2-dev /dev/xvdb	53.55060045
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtdataone-prd /dev/sdb	52.99999999
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtreplic1-prd	51.3934792
mrt	USW2-BoxUsage:m4.large	$0.10 per On Demand Linux m4.large Instance Hour	uc3-mrtweb-prd	50.4
mrt	USW2-BoxUsage:c4.xlarge	$0.199 per On Demand Linux c4.xlarge Instance Hour	uc3-mrtstore2-dev	49.33641213
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-ingest01-prd	48.9384718
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-ingest03-prd	48.30113184
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-ingest02-prd	48.23382218
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtaudit1-prd	33.408
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtaudit2-prd	33.408
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtaudit3-prd	33.408
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtaudit4-prd	33.408
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtui01-prd	33.408
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtui02-prd	33.408
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtui03-prd	33.408
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtweb-prd	27.60698092
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtdataone-prd /dev/sdb	26.8969281
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic1-dev /dev/xvdf	26.75000002
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtdataone-prd	25.90296338
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic2-dev /dev/sdd	25.63642485
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-dev /dev/sdd	24.99999998
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic2-prd /dev/sdb	19.03469191
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic2-dev /dev/sdc	17.18171238
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtdataone-prd	16.56
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtinv-prd	16.56
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtinv2-prd	16.56
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtistatus-prd	16.56
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtoai-prd	16.56
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtsword-prd	16.56
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtexpress-prd-2c	16.514
mrt	USW2-LoadBalancerUsage	$0.0225 per Application LoadBalancer-hour (or partial hour)	uc3-mrtexpress-prd-alb	16.2
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtstore-stg /dev/sdb	14.42397563
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtaudit3-prd	13.41338853
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtdat1-dev /dev/sdb	13.25000002
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic1-dev /dev/sdb	13.25000002
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic1-prd /dev/sdc	12.49999999
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-dev /dev/sdc	12.49999999
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-prd /dev/sdb	12.49999999
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-stg /dev/sdc	12.49999999
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtaudit1-prd	12.48033093
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtaudit4-prd	11.6486429
mrt	USW2-BoxUsage:t2.medium	$0.0464 per On Demand Linux t2.medium Instance Hour	uc3-mrtreplic2-stg	11.5022507
mrt	USW2-RDS:GP2-Storage	$0.115 per GB-month of provisioned GP2 storage	(not set)	11.49999998
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtaudit1-prd /dev/sdb	11.3391372
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtaudit3-prd /dev/sdb	10.60004293
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit1-prd /dev/sdb	10.59999998
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit3-prd /dev/sdb	10.59999998
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit4-prd /dev/sdb	10.59999998
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtaudit2-prd /dev/sdb	10.22137001
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit2-prd /dev/sdb	10.00000001
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtoai-prd /dev/sdb	10.00000001
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-mrtsword-prd /dev/sdb	10.00000001
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtaudit-stg /dev/sdb	8.538235937
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic1-dev /dev/xvdf	8.071527943
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest01-stg /dev/sdb	7.999999992
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest02-stg /dev/sdb	7.999999992
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtui01-prd	7.83585381
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtui01-prd /dev/sdc	7.804798663
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtweb-prd	7.644991024
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-stg /dev/sdb	7.500000024
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtreplic2-stg /dev/sdb	7.352081697
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtui02-prd /dev/sdc	7.316563587
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtui02-prd	7.152704145
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtui03-prd /dev/sdc	6.638963762
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtui03-prd	6.529840248
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtdat1-dev	6.010538848
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtweb-dev	5.942631371
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtaudit-stg	5.701961947
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtexpress-stg	5.701917235
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtreplic1-dev	5.701910841
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtweb-stg	5.701853341
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtoai-dev	5.701783076
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtsword-stg	5.701751129
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtingest1-dev	5.701661636
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtinv-dev	5.701482811
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtinv2-stg	5.7014125
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtui01-stg	5.701374159
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtaudit-dev	5.701323076
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtsword-dev	5.701323053
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtoai-stg	5.701310265
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtui02-stg	5.701310242
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtdataone-dev	5.701284758
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtdataone-stg	5.701278341
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtinv-stg	5.70121447
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtistatus-stg	5.701214447
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-ingest01-stg	5.701169689
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-ingest02-stg	5.701118606
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtui-dev	5.701073894
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtsword-prd /dev/sdb	5.458238474
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtsword-prd	5.377582386
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtoai-prd	5.366628217
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtoai-prd /dev/sdb	5.056369157
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtoai-stg /dev/sdb	5.034642451
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtoai-dev /dev/sdb	4.999999968
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtoai-stg /dev/sdb	4.999999968
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtsword-dev /dev/sdb	4.999999968
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtsword-stg /dev/sdb	4.999999968
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest01-stg /dev/sdc	4.999999968
mrt	USW2-EBS:VolumeUsage.gp2	$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon)	uc3-ingest02-stg /dev/sdc	4.999999968
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtoai-dev /dev/sdb	4.963036237
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtweb-prd	4.946948606
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtsword-dev /dev/sdb	4.940241352
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtsword-stg /dev/sdb	4.876538175
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtaudit-dev /dev/sdb	4.304667992
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtaudit2-prd	4.278311258
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit-dev /dev/sdb	4.250000016
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit-stg /dev/sdb	4.250000016
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-ingest02-stg /dev/sdb	4.066282074
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-ingest01-stg /dev/sdb	4.058067481
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtreplic2-prd	3.267874423
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-mrtreplic1-prd	3.112561912
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtinv-prd /dev/sdb	3.10044509
mrt	USW1-EBS:SnapshotUsage	$0.055 per GB-Month of snapshot data stored - US West (Northern California)	uc3-mrtinv-prd	2.895080501
